rank,name,homepage,page_url,feed_url,link_text,depth
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research/news,https://www.stanford.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stanford.edu%2Fnews%2F&format=xml,oEmbed (XML),0
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/news#main-content,http://news.stanford.edu/feed/,Stanford University » Feed,1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/news#main-content,https://www.stanford.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stanford.edu%2Fnews%2F&format=xml,oEmbed (XML),1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research/,http://news.stanford.edu/feed/,Stanford University » Feed,1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research/,https://www.stanford.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stanford.edu%2Fresearch%2F&format=xml,oEmbed (XML),1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/,http://news.stanford.edu/feed/,Stanford University » Feed,1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/,https://www.stanford.edu/list/research/feed/,Stanford University » Research Centers List Feed,1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research,http://news.stanford.edu/feed/,Stanford University » Feed,1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research,https://www.stanford.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stanford.edu%2Fresearch%2F&format=xml,oEmbed (XML),1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/media/news#main-content,http://news.stanford.edu/feed/,Stanford University » Feed,1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/media/news#main-content,https://www.stanford.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stanford.edu%2Fnews%2F&format=xml,oEmbed (XML),1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research/news#main-content,http://news.stanford.edu/feed/,Stanford University » Feed,1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research/news#main-content,https://www.stanford.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stanford.edu%2Fnews%2F&format=xml,oEmbed (XML),1
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research/#main-content,http://news.stanford.edu/feed/,Stanford University » Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research/#main-content,https://www.stanford.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stanford.edu%2Fresearch%2F&format=xml,oEmbed (XML),2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#main-content,http://news.stanford.edu/feed/,Stanford University » Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#main-content,https://www.stanford.edu/list/research/feed/,Stanford University » Research Centers List Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#all,http://news.stanford.edu/feed/,Stanford University » Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#all,https://www.stanford.edu/list/research/feed/,Stanford University » Research Centers List Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-eng,http://news.stanford.edu/feed/,Stanford University » Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-eng,https://www.stanford.edu/list/research/feed/,Stanford University » Research Centers List Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-hum,http://news.stanford.edu/feed/,Stanford University » Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-hum,https://www.stanford.edu/list/research/feed/,Stanford University » Research Centers List Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-med,http://news.stanford.edu/feed/,Stanford University » Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-med,https://www.stanford.edu/list/research/feed/,Stanford University » Research Centers List Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-sci,http://news.stanford.edu/feed/,Stanford University » Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-sci,https://www.stanford.edu/list/research/feed/,Stanford University » Research Centers List Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-soc,http://news.stanford.edu/feed/,Stanford University » Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/list/research/#res-soc,https://www.stanford.edu/list/research/feed/,Stanford University » Research Centers List Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research#main-content,http://news.stanford.edu/feed/,Stanford University » Feed,2
5,Stanford University,https://www.stanford.edu/,https://www.stanford.edu/research#main-content,https://www.stanford.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.stanford.edu%2Fresearch%2F&format=xml,oEmbed (XML),2
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/,0
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/265373/imperial-launches-schools-convergence-science-drive/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264913/imperial-world-economic-forum-announce-centre/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264616/imperial-build-uks-first-university-network/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264233/imperial-co-create-world-leading-science-technology-with/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/college-and-campus,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/science,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/engineering,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/health,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/business,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/265373/imperial-launches-schools-convergence-science-drive,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/265317/outreach-50-celebrating-five-decades-inspiring,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/265253/imperial-retains-second-world-position-major,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/265513/vision-healthcare-2035-from-wearables-robots,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/265514/new-50m-mrc-centre-develop-brain,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/265333/food-structure-plays-role-which-hormones,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/261154/global-wastewater-surveillance-network-help-prevent,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264983/flomark-bags-investment-inpatient-fluid-balance,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264618/poor-backgrounds-leave-lifelong-accelerated-ageing,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/265054/dogger-bank-learning-lessons-from-worlds,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264753/thai-minister-opens-mut-imperial-saber-lab,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/262613/better-traffic-modelling-help-make-rivers,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/engineering/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264137/new-cluster-from-london-unis-boost,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/263613/solena-raises-67m-create-next-gen-textiles,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/262516/imperial-strengthens-international-ties-with-quantum,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/260795/imperial-play-role-driving-uk-economic,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264973/eu-deputy-ambassador-joins-great-exhibition,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/265153/imperial-supports-bristol-cyber-growth-action,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264937/imperial-founders-innovators-alumni-shine-forbes,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264253/expert-social-innovation-among-40-under,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/263074/imperial-economist-appointed-role-office-national,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/262115/indian-manufacturers-need-prepare-rise-electric,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/business/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/264493/imperials-annual-celebration-science-arts-nearly,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/college-and-campus/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/263113/nhs-staff-take-first-steps-towards,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/259514/author-major-global-report-talks-about,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/257793/healthcare-staff-celebrated-imperial-research-event,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/256353/photo-story-imperial-instrument-installed-solar-wind-studying,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/232698/omicron-largely-evades-immunity-from-past,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/261293/googles-ai-co-scientist-could-enhance-research,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/science/,1
6,Imperial College London,https://www.imperial.ac.uk/,https://www.imperial.ac.uk/news/224893/three-brain-responses-linked-successful-weight,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,http://www.imperial.ac.uk/NewsApp/docs/feed/college/news/cat/health/,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/media/news,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,0
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/research/news,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,0
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/news,https://ethz.ch/de/utils/rss.html,https://ethz.ch/de/utils/rss.html,0
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,0
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/media/news#navList,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/media/news#content,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/media/news#footer,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events/eth-news/news/2025/06/better-images-for-humans-and-computers.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events/eth-news/news/2025/05/sanitary-towels-morph-into-test-strips.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events/eth-news/news/2025/04/ultrasound-and-cilia-to-clean-implanted-stents-and-catheters.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events/media-information/media-releases.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events/eth-news.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events/media-information/contact-media-relations.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events/media-information.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/login/en.html?resource=%2Fcontent%2Fmain%2Fen%2Futils%2Frss.html,Login,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://www.ethz.ch/en/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html,ETH-News: Feed with English articles,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://www.ethz.ch/de/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html,ETH News: Feed with German articles,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://www.ethz.ch/en/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/zukunftsblog,"Zukunftsblog: English feed (may contain some German articles, too)",1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://www.ethz.ch/de/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/zukunftsblog,"Zukunftsblog: German feed (may contain some English articles, too)",1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://www.ethz.ch/en/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/globe,"Magazine ""Globe"": Feed with English articles",1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://www.ethz.ch/de/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/globe,"Magazine ""Globe"": Feed with German articles",1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://www.ethz.ch/en/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/medienmitteilung,Media releases: Feed with releases in English,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://www.ethz.ch/de/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/medienmitteilung,Media releases: Feed with releases in German,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/research/news#navList,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/research/news#content,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/research/news#footer,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/research/department-evaluations.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/research/science-awards-and-events.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/research/research-infrastructure.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/research/research-promotion.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/the-eth-zurich/working-teaching-and-research/support-services-studies-careers.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/research/interdisciplinary-structures/competence-centres.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/research/interdisciplinary-structures/nccrs.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/research/ethics-and-animal-welfare/research-ethics.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/research/ethics-and-animal-welfare/animal-experimentation,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/research/ethics-and-animal-welfare/research-integrity.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events/zukunftsblog.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/news-and-events/globe.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/en/industry/researchers/contracts.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/news#navList,https://ethz.ch/de/utils/rss.html,https://ethz.ch/de/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/news#content,https://ethz.ch/de/utils/rss.html,https://ethz.ch/de/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/news#footer,https://ethz.ch/de/utils/rss.html,https://ethz.ch/de/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/news-und-veranstaltungen.html,https://ethz.ch/de/utils/rss.html,https://ethz.ch/de/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/news-und-veranstaltungen/medien.html,https://ethz.ch/de/utils/rss.html,https://ethz.ch/de/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://ethz.ch/login/de.html?resource=%2Fcontent%2Fmain%2Fde%2Futils%2Frss.html,Login,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://www.ethz.ch/de/news-und-veranstaltungen/eth-news/news/_jcr_content.feed,ETH-News: Feed mit deutschen Beiträgen,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://www.ethz.ch/en/news-und-veranstaltungen/eth-news/news/_jcr_content.feed,ETH-News: Feed mit englischen Beiträgen,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://www.ethz.ch/de/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/zukunftsblog,Zukunftsblog: deutscher Feed (enthält einzelne englische Beiträge),1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://www.ethz.ch/en/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/zukunftsblog,Zukunftsblog: englischer Feed (enthält einzelne deutsche Beiträge),1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://www.ethz.ch/de/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/globe,Magazin «Globe»: Feed mit deutschen Beiträgen,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://www.ethz.ch/en/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/globe,Magazin «Globe»: Feed mit englischen Beiträgen,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://www.ethz.ch/de/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/medienmitteilung,Medienmitteilungen: Feed mit deutschen Beiträgen,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://www.ethz.ch/en/news-und-veranstaltungen/eth-news/news/_jcr_content.feed.html?tag=news:dossiers/medienmitteilung,Medienmitteilungen: Feed mit englischen Beiträgen,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/utils/rss.html,https://ethz.ch/de/utils/rss.html,https://ethz.ch/de/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/de/footer/impressum.html,https://ethz.ch/de/utils/rss.html,https://ethz.ch/de/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/staffnet/en/news-and-events/internal-news/archive/2025/06/musterseite-intern-aktuell2.html,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
7,ETH Zurich,https://ethz.ch/en.html,https://ethz.ch/staffnet/en/news-and-events/internal-news/archive.html?TAG=bmV3czpydWJyaWtlbi9pbnRlcm4tYWt0dWVsbC9laHJ1bmdlbi11bmQtcHJlaXNl&path=L2NvbnRlbnQvbWFpbi9lbi9qY3I6Y29udGVudC9wYXIvbmV3c2ZlZWRob21lcGFnZV9jb3A,https://ethz.ch/en/utils/rss.html,https://ethz.ch/en/utils/rss.html,1
